Timestamp,Asset_ID,Batch_ID,Cumulative_Cycles,Avg_Operating_Temp_C,Cell_Voltage_Imbalance_mV,Estimated_SoH,Daily_Distance_km
2025-06-13,TRUCK_034,BATCH_124,24,29.9,1.55,99.95,187.6
2025-06-14,TRUCK_034,BATCH_124,26,29.8,2.07,99.81,195.9
2025-06-15,TRUCK_034,BATCH_124,28,29.1,2.38,99.95,190.6
2025-06-16,TRUCK_034,BATCH_124,30,30.3,1.33,100.08,169.5
2025-06-17,TRUCK_034,BATCH_124,32,29.7,2.3,99.51,179.6
2025-06-18,TRUCK_034,BATCH_124,34,29.2,2.71,99.74,191.5
2025-06-19,TRUCK_034,BATCH_124,36,30.3,1.03,99.93,168.0
2025-06-20,TRUCK_034,BATCH_124,38,29.3,2.53,99.82,196.3
2025-06-21,TRUCK_034,BATCH_124,40,30.0,1.49,99.76,204.5
2025-06-22,TRUCK_034,BATCH_124,42,29.5,1.19,99.67,197.1
2025-06-23,TRUCK_034,BATCH_124,44,30.1,1.33,99.95,189.3
2025-06-24,TRUCK_034,BATCH_124,46,29.1,1.73,99.78,170.4
2025-06-25,TRUCK_034,BATCH_124,48,30.2,1.54,99.83,198.7
2025-06-26,TRUCK_034,BATCH_124,50,29.8,2.83,99.87,180.3
2025-06-27,TRUCK_034,BATCH_124,52,29.6,1.63,99.6,204.2
2025-06-28,TRUCK_034,BATCH_124,54,30.2,2.5,99.61,170.1
2025-06-29,TRUCK_034,BATCH_124,56,29.6,2.9,99.62,180.5
2025-06-30,TRUCK_034,BATCH_124,58,30.0,1.76,99.69,207.1
2025-07-01,TRUCK_034,BATCH_124,60,29.1,2.84,99.89,207.3
2025-07-02,TRUCK_034,BATCH_124,62,29.2,2.52,99.78,205.6
2025-07-03,TRUCK_034,BATCH_124,64,30.4,2.53,99.44,173.2
2025-07-04,TRUCK_034,BATCH_124,66,29.5,2.26,99.67,186.4
2025-07-05,TRUCK_034,BATCH_124,68,30.5,2.99,99.7,194.3
2025-07-06,TRUCK_034,BATCH_124,70,29.3,1.25,99.63,171.5
2025-07-07,TRUCK_034,BATCH_124,72,29.0,1.41,99.63,188.8
2025-07-08,TRUCK_034,BATCH_124,74,29.5,2.33,99.84,207.2
2025-07-09,TRUCK_034,BATCH_124,76,28.9,2.63,99.74,197.9
2025-07-10,TRUCK_034,BATCH_124,78,29.4,1.81,99.66,207.8
2025-07-11,TRUCK_034,BATCH_124,80,29.8,1.47,99.97,187.7
2025-07-12,TRUCK_034,BATCH_124,82,29.5,2.61,99.39,184.6
2025-07-13,TRUCK_034,BATCH_124,84,29.4,2.49,99.9,202.2
2025-07-14,TRUCK_034,BATCH_124,86,30.7,2.69,99.85,200.7
2025-07-15,TRUCK_034,BATCH_124,88,30.1,2.15,99.61,167.0
2025-07-16,TRUCK_034,BATCH_124,90,29.4,2.87,99.86,175.0
2025-07-17,TRUCK_034,BATCH_124,92,29.7,2.97,99.55,178.6
2025-07-18,TRUCK_034,BATCH_124,94,29.9,1.47,99.84,189.7
2025-07-19,TRUCK_034,BATCH_124,96,29.1,2.88,99.45,194.6
2025-07-20,TRUCK_034,BATCH_124,98,29.3,2.46,99.82,170.5
2025-07-21,TRUCK_034,BATCH_124,100,29.9,2.11,99.76,177.9
2025-07-22,TRUCK_034,BATCH_124,102,29.7,2.48,99.58,198.7
2025-07-23,TRUCK_034,BATCH_124,104,30.2,2.67,99.64,181.9
2025-07-24,TRUCK_034,BATCH_124,106,30.0,2.05,99.76,203.0
2025-07-25,TRUCK_034,BATCH_124,108,30.2,1.06,99.46,178.4
2025-07-26,TRUCK_034,BATCH_124,110,30.9,2.26,99.67,196.7
2025-07-27,TRUCK_034,BATCH_124,112,30.0,1.59,99.67,193.6
2025-07-28,TRUCK_034,BATCH_124,114,29.6,1.54,99.89,182.7
2025-07-29,TRUCK_034,BATCH_124,116,29.3,1.93,99.75,208.3
2025-07-30,TRUCK_034,BATCH_124,118,30.1,2.1,99.88,180.4
2025-07-31,TRUCK_034,BATCH_124,120,29.5,2.56,99.67,178.5
2025-08-01,TRUCK_034,BATCH_124,122,29.4,2.17,99.87,196.2
2025-08-02,TRUCK_034,BATCH_124,124,29.5,1.91,100.2,167.2
2025-08-03,TRUCK_034,BATCH_124,126,30.3,2.14,100.04,198.1
2025-08-04,TRUCK_034,BATCH_124,128,29.0,1.51,99.57,186.2
2025-08-05,TRUCK_034,BATCH_124,130,29.3,2.9,99.56,189.5
2025-08-06,TRUCK_034,BATCH_124,132,30.1,1.09,100.01,187.0
2025-08-07,TRUCK_034,BATCH_124,134,28.9,2.67,99.65,200.1
2025-08-08,TRUCK_034,BATCH_124,136,29.4,1.2,99.98,202.2
2025-08-09,TRUCK_034,BATCH_124,138,29.2,1.65,100.11,179.7
2025-08-10,TRUCK_034,BATCH_124,140,30.0,2.04,99.52,194.2
2025-08-11,TRUCK_034,BATCH_124,142,29.3,1.13,99.78,182.8
2025-08-12,TRUCK_034,BATCH_124,144,29.7,1.06,99.75,182.2
2025-08-13,TRUCK_034,BATCH_124,146,29.9,2.69,99.73,175.4
2025-08-14,TRUCK_034,BATCH_124,148,30.1,1.35,99.57,184.9
2025-08-15,TRUCK_034,BATCH_124,150,29.4,1.81,99.7,173.3
2025-08-16,TRUCK_034,BATCH_124,152,30.2,2.05,99.65,168.3
2025-08-17,TRUCK_034,BATCH_124,154,29.6,1.66,99.8,190.7
2025-08-18,TRUCK_034,BATCH_124,156,29.8,2.72,99.73,203.9
2025-08-19,TRUCK_034,BATCH_124,158,30.1,1.56,99.98,198.6
2025-08-20,TRUCK_034,BATCH_124,160,29.7,1.88,99.79,202.5
2025-08-21,TRUCK_034,BATCH_124,162,29.2,2.81,99.33,178.6
2025-08-22,TRUCK_034,BATCH_124,164,30.0,2.84,99.77,168.0
2025-08-23,TRUCK_034,BATCH_124,166,29.8,1.68,99.6,166.9
2025-08-24,TRUCK_034,BATCH_124,168,28.8,2.49,99.57,185.4
2025-08-25,TRUCK_034,BATCH_124,170,30.0,2.07,99.58,180.8
2025-08-26,TRUCK_034,BATCH_124,172,29.2,2.78,99.43,169.8
2025-08-27,TRUCK_034,BATCH_124,174,29.5,2.91,99.69,207.8
2025-08-28,TRUCK_034,BATCH_124,176,29.4,1.71,99.78,180.9
2025-08-29,TRUCK_034,BATCH_124,178,29.4,2.56,99.31,198.0
2025-08-30,TRUCK_034,BATCH_124,180,30.2,1.39,99.68,173.6
2025-08-31,TRUCK_034,BATCH_124,182,29.2,1.01,99.61,204.9
2025-09-01,TRUCK_034,BATCH_124,184,29.1,2.45,99.21,180.7
2025-09-02,TRUCK_034,BATCH_124,186,30.2,1.94,99.55,198.3
2025-09-03,TRUCK_034,BATCH_124,188,29.6,1.62,99.66,190.3
2025-09-04,TRUCK_034,BATCH_124,190,29.5,2.36,99.46,186.2
2025-09-05,TRUCK_034,BATCH_124,192,29.6,1.21,99.64,202.6
2025-09-06,TRUCK_034,BATCH_124,194,30.3,1.25,99.71,204.6
2025-09-07,TRUCK_034,BATCH_124,196,30.3,1.06,99.64,180.0
2025-09-08,TRUCK_034,BATCH_124,198,29.9,1.09,99.93,175.1
2025-09-09,TRUCK_034,BATCH_124,200,30.1,2.58,99.72,206.5
2025-09-10,TRUCK_034,BATCH_124,202,29.5,2.73,99.34,170.5
2025-09-11,TRUCK_034,BATCH_124,204,29.4,1.67,99.63,168.0
2025-09-12,TRUCK_034,BATCH_124,206,29.5,2.64,99.8,199.1
2025-09-13,TRUCK_034,BATCH_124,208,29.3,1.78,99.77,203.7
2025-09-14,TRUCK_034,BATCH_124,210,29.6,1.18,99.92,186.4
2025-09-15,TRUCK_034,BATCH_124,212,29.3,1.55,99.86,193.7
2025-09-16,TRUCK_034,BATCH_124,214,29.7,2.26,99.67,197.3
2025-09-17,TRUCK_034,BATCH_124,216,28.9,1.08,99.86,187.2
2025-09-18,TRUCK_034,BATCH_124,218,30.0,2.76,99.54,184.5
2025-09-19,TRUCK_034,BATCH_124,220,29.0,1.51,99.76,205.4
2025-09-20,TRUCK_034,BATCH_124,222,28.0,1.35,99.66,194.4
2025-09-21,TRUCK_034,BATCH_124,224,28.5,1.53,99.84,169.6
2025-09-22,TRUCK_034,BATCH_124,226,28.6,2.42,99.57,197.0
2025-09-23,TRUCK_034,BATCH_124,228,30.2,1.52,99.94,197.1
2025-09-24,TRUCK_034,BATCH_124,230,30.0,1.13,99.88,174.7
2025-09-25,TRUCK_034,BATCH_124,232,29.7,2.8,99.26,168.1
2025-09-26,TRUCK_034,BATCH_124,234,30.0,2.35,99.79,177.0
2025-09-27,TRUCK_034,BATCH_124,236,30.2,1.07,99.65,196.7
2025-09-28,TRUCK_034,BATCH_124,238,29.3,1.81,99.66,207.1
2025-06-01,TRUCK_035,BATCH_128,0,30.4,1.05,99.61,228.2
2025-06-02,TRUCK_035,BATCH_128,2,28.4,1.38,99.63,260.6
2025-06-03,TRUCK_035,BATCH_128,4,28.5,1.32,99.88,251.8
2025-06-04,TRUCK_035,BATCH_128,6,30.1,1.44,99.61,250.9
2025-06-05,TRUCK_035,BATCH_128,8,29.4,1.42,99.7,260.6
2025-06-06,TRUCK_035,BATCH_128,10,29.2,1.2,100.01,233.1
2025-06-07,TRUCK_035,BATCH_128,12,29.2,2.74,99.74,246.5
2025-06-08,TRUCK_035,BATCH_128,14,28.6,2.34,99.51,242.0
2025-06-09,TRUCK_035,BATCH_128,16,29.8,2.34,99.64,245.3
2025-06-10,TRUCK_035,BATCH_128,18,29.5,1.22,99.56,224.8
2025-06-11,TRUCK_035,BATCH_128,20,29.2,1.86,99.65,254.2
2025-06-12,TRUCK_035,BATCH_128,22,29.7,2.38,99.88,248.1
2025-06-13,TRUCK_035,BATCH_128,24,29.0,1.87,99.76,223.2
2025-06-14,TRUCK_035,BATCH_128,26,29.8,2.15,99.82,259.0
2025-06-15,TRUCK_035,BATCH_128,28,28.8,2.19,99.69,259.7
2025-06-16,TRUCK_035,BATCH_128,30,29.6,2.11,99.82,218.7
2025-06-17,TRUCK_035,BATCH_128,32,28.3,1.59,99.72,260.5
2025-06-18,TRUCK_035,BATCH_128,34,29.6,2.69,99.63,268.1
2025-06-19,TRUCK_035,BATCH_128,36,29.9,1.4,99.82,253.4
2025-06-20,TRUCK_035,BATCH_128,38,29.0,1.48,99.73,243.7
2025-06-21,TRUCK_035,BATCH_128,40,29.7,1.97,100.02,246.8
2025-06-22,TRUCK_035,BATCH_128,42,29.5,1.1,100.07,266.6
2025-06-23,TRUCK_035,BATCH_128,44,30.0,2.4,99.8,260.3
2025-06-24,TRUCK_035,BATCH_128,46,29.0,1.81,99.92,219.8
2025-06-25,TRUCK_035,BATCH_128,48,29.4,2.98,99.51,260.0
2025-06-26,TRUCK_035,BATCH_128,50,29.6,1.54,99.92,231.7
2025-06-27,TRUCK_035,BATCH_128,52,29.7,2.0,99.79,255.0
2025-06-28,TRUCK_035,BATCH_128,54,29.6,1.7,100.14,236.0
2025-06-29,TRUCK_035,BATCH_128,56,29.2,2.32,100.02,230.6
2025-06-30,TRUCK_035,BATCH_128,58,29.1,1.05,99.85,268.8
2025-07-01,TRUCK_035,BATCH_128,60,29.8,2.73,99.49,262.3
2025-07-02,TRUCK_035,BATCH_128,62,30.0,1.78,99.68,248.6
2025-07-03,TRUCK_035,BATCH_128,64,29.5,2.72,99.66,227.0
2025-07-04,TRUCK_035,BATCH_128,66,29.3,1.65,99.62,222.5
2025-07-05,TRUCK_035,BATCH_128,68,30.2,1.56,99.52,272.3
2025-07-06,TRUCK_035,BATCH_128,70,29.6,1.96,99.87,231.8
2025-07-07,TRUCK_035,BATCH_128,72,29.8,2.83,99.8,224.3
2025-07-08,TRUCK_035,BATCH_128,74,29.5,2.03,99.8,232.8
2025-07-09,TRUCK_035,BATCH_128,76,29.7,1.9,99.71,259.4
2025-07-10,TRUCK_035,BATCH_128,78,29.3,1.1,99.39,258.9
2025-07-11,TRUCK_035,BATCH_128,80,28.9,2.9,99.77,260.7
2025-07-12,TRUCK_035,BATCH_128,82,29.7,2.96,99.41,270.1
2025-07-13,TRUCK_035,BATCH_128,84,30.0,2.96,99.84,220.6
2025-07-14,TRUCK_035,BATCH_128,86,30.3,1.51,99.69,230.7
2025-07-15,TRUCK_035,BATCH_128,88,29.5,1.06,99.39,271.4
2025-07-16,TRUCK_035,BATCH_128,90,29.6,1.55,99.34,254.4
2025-07-17,TRUCK_035,BATCH_128,92,30.2,2.37,99.88,223.5
2025-07-18,TRUCK_035,BATCH_128,94,29.5,1.79,99.57,270.6
2025-07-19,TRUCK_035,BATCH_128,96,30.4,2.31,99.79,227.4
2025-07-20,TRUCK_035,BATCH_128,98,29.5,1.79,99.69,268.6
2025-07-21,TRUCK_035,BATCH_128,100,30.4,2.69,99.6,231.3
2025-07-22,TRUCK_035,BATCH_128,102,29.5,1.62,99.74,234.0
2025-07-23,TRUCK_035,BATCH_128,104,30.0,2.91,99.87,236.4
2025-07-24,TRUCK_035,BATCH_128,106,30.2,1.86,99.83,269.0
2025-07-25,TRUCK_035,BATCH_128,108,28.4,2.94,99.62,241.7
2025-07-26,TRUCK_035,BATCH_128,110,29.2,2.99,99.72,259.5
2025-07-27,TRUCK_035,BATCH_128,112,30.1,2.09,99.77,235.8
2025-07-28,TRUCK_035,BATCH_128,114,29.9,2.0,99.54,220.9
2025-07-29,TRUCK_035,BATCH_128,116,29.8,2.68,99.45,257.7
2025-07-30,TRUCK_035,BATCH_128,118,29.1,1.6,100.21,258.0
2025-07-31,TRUCK_035,BATCH_128,120,29.4,2.88,99.46,246.6
2025-08-01,TRUCK_035,BATCH_128,122,30.7,1.54,99.64,239.4
2025-08-02,TRUCK_035,BATCH_128,124,29.8,2.29,99.66,236.6
2025-08-03,TRUCK_035,BATCH_128,126,29.9,2.1,99.7,251.5
2025-08-04,TRUCK_035,BATCH_128,128,29.0,2.4,99.43,247.2
2025-08-05,TRUCK_035,BATCH_128,130,30.0,1.37,99.67,251.9
2025-08-06,TRUCK_035,BATCH_128,132,29.2,2.19,99.64,230.4
2025-08-07,TRUCK_035,BATCH_128,134,29.1,1.5,99.83,263.3
2025-08-08,TRUCK_035,BATCH_128,136,29.7,1.1,99.76,261.7
2025-08-09,TRUCK_035,BATCH_128,138,29.0,2.46,99.48,257.6
2025-08-10,TRUCK_035,BATCH_128,140,30.5,1.89,99.79,236.8
2025-08-11,TRUCK_035,BATCH_128,142,30.0,1.77,99.73,240.5
2025-08-12,TRUCK_035,BATCH_128,144,30.2,2.47,99.52,219.5
2025-08-13,TRUCK_035,BATCH_128,146,29.3,2.05,99.31,249.1
2025-08-14,TRUCK_035,BATCH_128,148,29.9,2.29,99.56,249.2
2025-08-15,TRUCK_035,BATCH_128,150,29.0,2.92,99.67,243.6
2025-08-16,TRUCK_035,BATCH_128,152,30.3,1.14,99.69,265.1
2025-08-17,TRUCK_035,BATCH_128,154,29.8,1.04,99.65,247.2
2025-08-18,TRUCK_035,BATCH_128,156,29.5,2.44,99.78,225.1
2025-08-19,TRUCK_035,BATCH_128,158,29.3,2.62,99.26,247.6
2025-08-20,TRUCK_035,BATCH_128,160,28.9,2.79,99.85,243.2
2025-08-21,TRUCK_035,BATCH_128,162,29.3,1.73,99.73,264.8
2025-08-22,TRUCK_035,BATCH_128,164,29.1,1.83,99.56,229.2
2025-08-23,TRUCK_035,BATCH_128,166,29.6,2.51,99.53,257.4
2025-08-24,TRUCK_035,BATCH_128,168,29.4,2.67,99.42,258.7
2025-08-25,TRUCK_035,BATCH_128,170,29.2,2.3,99.52,219.8
2025-08-26,TRUCK_035,BATCH_128,172,29.6,2.45,99.21,236.3
2025-08-27,TRUCK_035,BATCH_128,174,30.2,1.29,99.58,226.1
2025-08-28,TRUCK_035,BATCH_128,176,29.2,2.78,99.26,235.5
2025-08-29,TRUCK_035,BATCH_128,178,29.6,2.37,99.71,248.7
2025-08-30,TRUCK_035,BATCH_128,180,29.6,2.39,99.24,220.8
2025-08-31,TRUCK_035,BATCH_128,182,28.9,1.2,99.87,231.2
2025-09-01,TRUCK_035,BATCH_128,184,29.0,2.67,99.76,241.3
2025-09-02,TRUCK_035,BATCH_128,186,28.8,1.83,100.11,236.3
2025-09-03,TRUCK_035,BATCH_128,188,29.8,1.32,99.81,228.3
2025-09-04,TRUCK_035,BATCH_128,190,28.6,1.84,99.52,262.5
2025-09-05,TRUCK_035,BATCH_128,192,29.5,1.47,99.7,271.9
2025-09-06,TRUCK_035,BATCH_128,194,29.0,2.0,99.76,258.0
2025-09-07,TRUCK_035,BATCH_128,196,29.6,2.72,99.73,232.7
2025-09-08,TRUCK_035,BATCH_128,198,29.1,1.83,99.36,233.8
2025-09-09,TRUCK_035,BATCH_128,200,28.8,2.66,99.34,271.0
2025-09-10,TRUCK_035,BATCH_128,202,29.5,2.46,99.67,271.8
2025-09-11,TRUCK_035,BATCH_128,204,29.7,1.05,99.48,263.5
2025-09-12,TRUCK_035,BATCH_128,206,29.6,1.26,99.51,239.5
2025-09-13,TRUCK_035,BATCH_128,208,29.6,1.56,99.84,265.7
2025-09-14,TRUCK_035,BATCH_128,210,29.5,1.13,100.19,233.5
2025-09-15,TRUCK_035,BATCH_128,212,30.1,1.49,99.53,245.9
2025-09-16,TRUCK_035,BATCH_128,214,29.3,1.27,99.5,242.0
2025-09-17,TRUCK_035,BATCH_128,216,30.1,2.9,99.89,240.7
2025-09-18,TRUCK_035,BATCH_128,218,29.6,1.57,99.94,230.2
2025-09-19,TRUCK_035,BATCH_128,220,29.9,2.67,99.55,228.4
2025-09-20,TRUCK_035,BATCH_128,222,29.1,1.58,99.55,268.7
2025-09-21,TRUCK_035,BATCH_128,224,29.4,2.16,99.7,266.3
2025-09-22,TRUCK_035,BATCH_128,226,29.4,1.54,99.89,219.2
2025-09-23,TRUCK_035,BATCH_128,228,29.8,1.44,99.59,226.7
2025-09-24,TRUCK_035,BATCH_128,230,29.4,1.49,99.93,246.4
2025-09-25,TRUCK_035,BATCH_128,232,28.9,2.5,99.7,226.6
2025-09-26,TRUCK_035,BATCH_128,234,29.6,2.66,99.3,218.7
2025-09-27,TRUCK_035,BATCH_128,236,29.5,1.64,99.64,235.9
2025-09-28,TRUCK_035,BATCH_128,238,29.5,2.64,99.56,249.7
2025-06-01,TRUCK_036,BATCH_117,0,37.5,5.84,99.71,188.6
2025-06-02,TRUCK_036,BATCH_117,2,38.7,5.18,99.8,181.7
2025-06-03,TRUCK_036,BATCH_117,4,38.5,5.54,99.22,172.9
2025-06-04,TRUCK_036,BATCH_117,6,38.5,5.89,99.28,183.8
2025-06-05,TRUCK_036,BATCH_117,8,38.9,6.4,99.24,173.5
2025-06-06,TRUCK_036,BATCH_117,10,38.9,5.35,99.83,202.6
2025-06-07,TRUCK_036,BATCH_117,12,38.7,7.08,99.36,177.0
2025-06-08,TRUCK_036,BATCH_117,14,38.1,7.06,99.25,171.2
2025-06-09,TRUCK_036,BATCH_117,16,39.1,7.3,98.8,178.0
2025-06-10,TRUCK_036,BATCH_117,18,38.8,7.42,99.36,194.8
2025-06-11,TRUCK_036,BATCH_117,20,38.7,8.49,98.9,189.6
2025-06-12,TRUCK_036,BATCH_117,22,38.4,8.24,99.22,189.9
2025-06-13,TRUCK_036,BATCH_117,24,39.1,8.63,99.28,189.9
2025-06-14,TRUCK_036,BATCH_117,26,39.9,8.93,98.59,196.9
2025-06-15,TRUCK_036,BATCH_117,28,39.4,9.37,99.21,187.5
2025-06-16,TRUCK_036,BATCH_117,30,37.9,9.45,98.95,163.6
2025-06-17,TRUCK_036,BATCH_117,32,40.4,8.71,98.96,201.4
2025-06-18,TRUCK_036,BATCH_117,34,39.7,9.75,98.78,188.3
2025-06-19,TRUCK_036,BATCH_117,36,38.8,10.23,98.87,167.7
2025-06-20,TRUCK_036,BATCH_117,38,38.2,11.25,98.72,179.8
2025-06-21,TRUCK_036,BATCH_117,40,39.8,11.06,99.12,176.2
2025-06-22,TRUCK_036,BATCH_117,42,39.5,10.7,98.86,187.1
2025-06-23,TRUCK_036,BATCH_117,44,38.0,11.04,99.28,191.1
2025-06-24,TRUCK_036,BATCH_117,46,38.9,11.53,98.86,174.8
2025-06-25,TRUCK_036,BATCH_117,48,38.0,11.99,98.47,169.9
2025-06-26,TRUCK_036,BATCH_117,50,40.6,12.44,98.57,163.3
2025-06-27,TRUCK_036,BATCH_117,52,39.9,12.29,98.63,193.1
2025-06-28,TRUCK_036,BATCH_117,54,41.3,12.84,98.59,165.1
2025-06-29,TRUCK_036,BATCH_117,56,39.3,12.81,98.68,185.0
2025-06-30,TRUCK_036,BATCH_117,58,38.7,13.44,98.62,167.7
2025-07-01,TRUCK_036,BATCH_117,60,39.2,13.26,98.74,192.2
2025-07-02,TRUCK_036,BATCH_117,62,39.9,14.5,98.29,164.0
2025-07-03,TRUCK_036,BATCH_117,64,41.2,14.24,98.18,198.4
2025-07-04,TRUCK_036,BATCH_117,66,38.5,14.86,98.18,172.9
2025-07-05,TRUCK_036,BATCH_117,68,39.7,14.63,98.53,191.5
2025-07-06,TRUCK_036,BATCH_117,70,40.1,16.0,98.55,189.3
2025-07-07,TRUCK_036,BATCH_117,72,39.1,15.41,98.41,198.3
2025-07-08,TRUCK_036,BATCH_117,74,39.6,15.58,98.47,191.3
2025-07-09,TRUCK_036,BATCH_117,76,39.0,15.78,98.51,198.6
2025-07-10,TRUCK_036,BATCH_117,78,40.6,17.43,97.69,173.0
2025-07-11,TRUCK_036,BATCH_117,80,40.2,17.6,98.23,181.3
2025-07-12,TRUCK_036,BATCH_117,82,39.6,17.34,97.75,172.4
2025-07-13,TRUCK_036,BATCH_117,84,39.0,17.56,98.21,185.4
2025-07-14,TRUCK_036,BATCH_117,86,39.7,17.84,98.07,174.6
2025-07-15,TRUCK_036,BATCH_117,88,40.8,18.18,98.37,168.9
2025-07-16,TRUCK_036,BATCH_117,90,39.8,19.2,98.02,174.1
2025-07-17,TRUCK_036,BATCH_117,92,42.2,18.95,98.27,199.6
2025-07-18,TRUCK_036,BATCH_117,94,40.1,19.93,97.81,188.1
2025-07-19,TRUCK_036,BATCH_117,96,40.3,19.41,98.33,176.9
2025-07-20,TRUCK_036,BATCH_117,98,39.5,19.51,97.79,174.6
2025-07-21,TRUCK_036,BATCH_117,100,41.2,19.04,98.03,195.0
2025-07-22,TRUCK_036,BATCH_117,102,41.1,21.17,97.89,179.7
2025-07-23,TRUCK_036,BATCH_117,104,39.2,21.26,97.95,195.6
2025-07-24,TRUCK_036,BATCH_117,106,41.6,20.22,98.15,193.9
2025-07-25,TRUCK_036,BATCH_117,108,41.3,21.19,98.06,185.3
2025-07-26,TRUCK_036,BATCH_117,110,41.0,21.8,97.93,167.8
2025-07-27,TRUCK_036,BATCH_117,112,39.8,21.19,97.97,167.0
2025-07-28,TRUCK_036,BATCH_117,114,40.1,22.23,97.71,190.0
2025-07-29,TRUCK_036,BATCH_117,116,41.4,22.38,97.65,195.7
2025-07-30,TRUCK_036,BATCH_117,118,40.6,22.75,97.6,200.6
2025-07-31,TRUCK_036,BATCH_117,120,40.6,23.27,97.8,167.5
2025-08-01,TRUCK_036,BATCH_117,122,41.5,22.43,97.49,189.3
2025-08-02,TRUCK_036,BATCH_117,124,39.0,24.02,97.4,195.9
2025-08-03,TRUCK_036,BATCH_117,126,39.9,24.72,97.11,183.0
2025-08-04,TRUCK_036,BATCH_117,128,40.2,23.08,97.84,182.5
2025-08-05,TRUCK_036,BATCH_117,130,39.1,24.28,97.03,190.1
2025-08-06,TRUCK_036,BATCH_117,132,40.3,23.93,97.55,201.4
2025-08-07,TRUCK_036,BATCH_117,134,41.7,24.84,97.51,181.1
2025-08-08,TRUCK_036,BATCH_117,136,41.6,25.82,97.38,185.6
2025-08-09,TRUCK_036,BATCH_117,138,40.6,25.38,97.66,182.0
2025-08-10,TRUCK_036,BATCH_117,140,40.0,26.28,97.3,165.6
2025-08-11,TRUCK_036,BATCH_117,142,40.3,26.92,97.15,167.1
2025-08-12,TRUCK_036,BATCH_117,144,40.7,26.47,96.87,182.3
2025-08-13,TRUCK_036,BATCH_117,146,42.6,26.4,97.5,175.3
2025-08-14,TRUCK_036,BATCH_117,148,39.8,26.77,97.42,176.5
2025-08-15,TRUCK_036,BATCH_117,150,42.2,26.65,97.19,164.5
2025-08-16,TRUCK_036,BATCH_117,152,41.2,28.1,96.79,169.0
2025-08-17,TRUCK_036,BATCH_117,154,41.2,27.88,96.94,186.2
2025-08-18,TRUCK_036,BATCH_117,156,42.0,28.54,97.18,185.5
2025-08-19,TRUCK_036,BATCH_117,158,43.3,29.02,97.13,169.8
2025-08-20,TRUCK_036,BATCH_117,160,43.1,29.39,96.92,193.7
2025-08-21,TRUCK_036,BATCH_117,162,42.3,29.15,96.98,183.5
2025-08-22,TRUCK_036,BATCH_117,164,43.0,30.22,96.98,187.5
2025-08-23,TRUCK_036,BATCH_117,166,42.5,29.62,96.99,165.0
2025-08-24,TRUCK_036,BATCH_117,168,41.7,31.04,96.66,176.6
2025-08-25,TRUCK_036,BATCH_117,170,40.5,30.55,96.53,163.5
2025-08-26,TRUCK_036,BATCH_117,172,41.3,31.7,96.5,167.4
2025-08-27,TRUCK_036,BATCH_117,174,40.9,30.89,96.62,176.9
2025-08-28,TRUCK_036,BATCH_117,176,42.6,31.37,96.88,189.0
2025-08-29,TRUCK_036,BATCH_117,178,43.2,30.91,96.69,196.9
2025-08-30,TRUCK_036,BATCH_117,180,42.6,32.32,96.6,178.4
2025-08-31,TRUCK_036,BATCH_117,182,41.9,32.91,96.43,176.4
2025-09-01,TRUCK_036,BATCH_117,184,43.2,32.53,96.7,186.2
2025-09-02,TRUCK_036,BATCH_117,186,41.5,33.21,96.52,176.7
2025-09-03,TRUCK_036,BATCH_117,188,42.5,33.94,96.5,175.6
2025-09-04,TRUCK_036,BATCH_117,190,41.9,34.42,96.09,186.1
2025-09-05,TRUCK_036,BATCH_117,192,42.4,33.33,96.31,199.3
2025-09-06,TRUCK_036,BATCH_117,194,42.1,34.48,96.16,166.9
2025-09-07,TRUCK_036,BATCH_117,196,41.1,33.3,96.41,169.5
2025-09-08,TRUCK_036,BATCH_117,198,43.1,34.64,95.97,200.8
2025-09-09,TRUCK_036,BATCH_117,200,41.9,35.15,96.29,199.8
2025-09-10,TRUCK_036,BATCH_117,202,41.4,35.65,96.35,174.9
2025-09-11,TRUCK_036,BATCH_117,204,42.8,35.46,96.23,164.0
2025-09-12,TRUCK_036,BATCH_117,206,42.2,36.15,96.09,198.5
2025-09-13,TRUCK_036,BATCH_117,208,42.3,36.11,96.54,186.9
2025-09-14,TRUCK_036,BATCH_117,210,42.6,35.92,96.19,192.2
2025-09-15,TRUCK_036,BATCH_117,212,41.3,36.27,96.27,175.3
2025-09-16,TRUCK_036,BATCH_117,214,42.2,36.92,96.14,173.4
2025-09-17,TRUCK_036,BATCH_117,216,42.7,36.95,96.35,169.3
2025-09-18,TRUCK_036,BATCH_117,218,42.5,37.01,95.78,164.5
2025-09-19,TRUCK_036,BATCH_117,220,42.6,38.38,95.76,178.6
2025-09-20,TRUCK_036,BATCH_117,222,43.0,38.12,96.09,195.0
2025-09-21,TRUCK_036,BATCH_117,224,43.1,38.92,95.88,185.5
2025-09-22,TRUCK_036,BATCH_117,226,42.1,38.35,96.08,166.7
2025-09-23,TRUCK_036,BATCH_117,228,44.1,38.73,95.75,167.8
2025-09-24,TRUCK_036,BATCH_117,230,42.4,40.39,95.85,167.7
2025-09-25,TRUCK_036,BATCH_117,232,44.0,40.01,95.71,196.3
2025-09-26,TRUCK_036,BATCH_117,234,45.1,39.84,95.73,164.0
2025-09-27,TRUCK_036,BATCH_117,236,41.7,40.59,96.0,197.1
